0.jpg,pushups_down,387.49603,261.48294,-748.61255,389.84067,235.21712,-708.617,398.17322,235.15337,-708.7432,406.63608,235.00433,-709.07477,362.30634,234.62746,-729.07275,350.31125,234.01965,-729.2169,338.26172,233.50368,-729.54736,398.4499,244.20387,-463.17755,304.9223,243.02411,-552.1951,395.05865,286.7896,-652.35815,357.83868,285.8067,-678.14264,455.7176,366.34042,-328.83856,207.95407,370.1154,-374.8244,524.5834,511.25238,-256.73758,157.13089,529.4163,-324.72528,492.72824,636.0572,-445.65363,167.53015,653.095,-480.3442,490.91815,677.5513,-511.24393,160.2421,693.4469,-538.99036,471.8305,672.21387,-545.8767,178.6435,687.8909,-584.31085,466.29413,658.99347,-468.12897,188.31424,671.8591,-501.09927,419.97238,650.27545,-6.7306795,262.53973,656.1888,7.1589212,430.0456,860.87036,-42.133556,274.66965,862.8913,-16.756754,429.52014,1039.2695,341.5136,281.16437,1038.6638,453.1214,429.01077,1068.7151,369.44043,278.93677,1066.8706,484.45044,425.71472,1107.1355,142.50127,295.8485,1112.0704,259.25644
1.jpg,pushups_down,385.3933,258.21793,-771.83215,389.3562,231.40608,-731.91394,398.33173,231.35156,-732.02704,407.4501,231.20828,-732.35974,360.4355,230.93127,-750.82166,348.06647,230.38121,-750.92316,335.67807,229.94208,-751.171,401.72482,241.53445,-487.57465,303.2655,240.36948,-567.2411,394.53802,284.59567,-675.6144,355.75354,283.7195,-698.8002,460.87802,365.23453,-351.6298,208.46878,369.0452,-384.519,526.51355,507.8821,-253.31403,152.31818,524.9694,-299.86874,504.46356,637.4554,-420.20416,156.0955,650.1307,-408.4013,506.9864,679.00684,-479.1391,145.89551,688.3935,-453.471,488.2801,678.6809,-517.4687,165.33026,687.1069,-505.2982,480.08124,666.15393,-443.23877,176.59494,672.4535,-430.33618,422.17972,647.11237,-9.825018,263.4433,652.7669,10.2400875,429.91196,852.69745,-104.137665,277.2774,856.13135,-29.23227,429.55865,1030.9304,286.27148,284.9723,1028.3672,453.11313,429.90515,1060.7957,315.36557,284.2285,1057.2994,486.22363,422.41528,1099.3716,86.48437,294.6053,1100.3895,264.25244
10.jpg,pushups_down,353.5478,264.59872,-557.3195,362.9532,232.70746,-531.05774,373.82788,232.1984,-531.193,384.81442,231.61469,-531.42737,330.42374,233.4262,-541.6997,317.45422,233.39774,-541.93066,304.39838,233.44963,-542.266,389.64514,241.52177,-344.3544,278.29105,244.20865,-395.0272,370.21713,291.4626,-481.86505,326.96515,292.30722,-496.46988,458.74445,357.9731,-253.01562,193.06145,370.95856,-259.25644,530.96893,512.02844,-162.57051,154.55849,533.3828,-242.44446,508.8541,646.49506,-289.4709,172.6085,655.0145,-368.18378,513.80365,693.62354,-337.08646,161.55708,695.5639,-408.90985,489.24323,690.9954,-359.44366,182.76636,694.2046,-450.3798,479.63232,674.94885,-302.4541,195.88812,678.7272,-387.025,421.23737,656.1358,-11.294701,257.05286,666.96967,11.920681,426.2741,874.63025,-32.564068,269.54922,881.5036,-23.993341,424.10883,1055.9578,249.47878,273.03683,1052.5165,338.9087,427.72427,1085.5233,267.00262,272.03467,1081.3289,360.68466,405.1598,1127.3226,71.69524,284.98096,1120.1313,174.0575
11.jpg,pushups_down,356.0994,275.11954,-603.6103,366.5876,241.77031,-582.1812,377.48767,241.34866,-582.2802,388.49573,240.84592,-582.49677,334.28738,241.55191,-590.5453,321.39514,240.8624,-590.8056,308.41064,240.24739,-591.14386,393.15527,248.1259,-391.99832,281.99573,247.33965,-431.50632,371.5658,300.22525,-524.7242,328.86288,299.7138,-536.07904,460.38333,354.4778,-284.16614,195.51395,366.2262,-282.47144,540.11896,503.49506,-222.17453,158.46774,529.74646,-277.32922,515.066,650.8572,-354.30963,172.56744,653.2196,-433.7645,519.2804,699.99457,-403.87323,161.48903,693.3193,-486.18958,493.688,697.0196,-428.25427,180.63719,691.7478,-525.0657,484.46497,681.42126,-368.41132,194.766,677.1929,-453.12524,421.6073,655.66956,-9.013196,258.1128,663.8754,9.50624,425.19556,878.6587,-22.57118,267.74152,880.4697,-17.361217,422.58896,1061.5416,279.1298,271.9586,1053.8843,341.4838,423.71954,1091.5732,298.53186,270.91748,1081.8368,362.703,409.7071,1130.3652,90.34255,284.26764,1123.1592,162.1872
12.jpg,pushups_down,370.3033,277.63684,-699.33716,378.95566,246.02222,-675.96985,389.41913,245.61604,-676.15234,399.9909,245.09851,-676.48047,347.9226,245.36362,-687.4552,334.9801,244.30406,-687.6345,321.98517,243.34047,-687.9813,400.6406,250.10843,-463.27948,292.96268,247.67041,-514.19165,382.98816,301.21906,-612.06036,341.7566,299.95233,-626.2919,464.6023,357.4767,-347.58948,199.95544,362.24985,-337.8966,530.48706,503.08536,-304.9248,157.23175,516.4665,-295.42325,505.95767,626.4594,-461.6351,156.44853,585.45264,-449.56104,508.4235,665.7302,-519.25775,149.61092,608.44366,-514.2268,487.00177,661.0753,-546.9875,160.81413,598.25903,-547.9076,478.8545,649.403,-479.0361,172.99557,589.6929,-468.41016,418.27426,648.85315,-6.571907,257.878,654.619,7.1270437,429.53326,850.13184,-50.03826,267.48566,845.89166,-29.599855,429.5666,1031.7281,275.01196,275.76056,1026.1404,359.03906,429.00974,1063.0912,299.73907,276.12964,1056.7964,384.92657,424.36908,1104.3813,105.03124,287.4753,1101.0781,195.30869
13.jpg,pushups_down,378.8933,276.13925,-617.0487,385.31696,244.97343,-590.7398,395.1468,244.64224,-590.86584,405.14908,244.22731,-591.09656,354.22064,244.5455,-606.5343,341.27814,243.80994,-606.7715,328.27667,243.1365,-607.06396,402.62527,251.3552,-399.62875,296.55594,250.3945,-467.54498,390.0396,301.5776,-539.0758,349.21066,300.7682,-558.4847,464.32123,365.72717,-293.38443,200.82278,368.22992,-323.92245,528.4986,508.25656,-205.76193,151.50867,526.15283,-306.08762,517.65906,635.7376,-337.08154,154.251,650.0562,-424.37253,525.1055,678.25104,-379.55157,140.39864,689.01807,-459.99527,504.82822,678.51465,-411.28232,158.29866,691.1669,-502.7458,494.34085,663.9227,-355.28143,172.9848,675.9448,-442.9529,412.47186,652.9994,-6.454952,251.18758,657.3463,6.820164,415.47205,872.40717,-33.440666,262.70456,873.38525,-16.0344,415.88538,1058.2861,246.35474,268.03342,1048.6409,330.1561,415.83734,1088.5264,264.3944,266.45987,1075.8469,351.2302,405.74417,1126.6772,55.645145,280.2189,1120.4109,151.4445
14.jpg,pushups_down,393.3062,270.3461,-538.5281,396.36807,243.17244,-504.0427,404.2774,243.5531,-504.11047,412.3855,243.8522,-504.33594,369.32593,241.01964,-526.45465,357.4734,239.71642,-526.71027,345.54895,238.47215,-526.9619,402.05197,251.70662,-302.95856,310.72415,245.5168,-400.45715,398.00665,296.18082,-460.3433,362.04803,293.13074,-488.41965,453.1329,366.24,-220.40565,203.15727,365.69888,-281.60992,528.91156,503.18195,-184.56134,148.33548,524.9015,-292.57455,513.6162,631.3527,-354.7365,152.35748,649.399,-423.54843,519.5364,674.7604,-408.94012,138.39825,688.2377,-467.54623,495.65182,673.22766,-433.2509,158.89163,688.46124,-503.48984,488.0231,658.1344,-372.82428,171.43578,672.7353,-439.42508,409.58493,649.21936,-1.4541857,253.83264,654.41187,1.9279314,419.9516,863.08453,-39.313885,267.28275,868.9436,-12.470217,422.7687,1045.3416,215.10933,272.08438,1043.1271,317.79242,421.50833,1075.6301,231.1602,268.3266,1070.6859,336.8628,420.2792,1110.2072,23.244822,290.67145,1113.3958,129.99203
15.jpg,pushups_down,408.80795,258.88068,-549.8632,404.98053,234.20317,-513.13916,410.6353,234.296,-513.25555,416.56723,234.29227,-513.5694,382.34253,233.44525,-540.1834,371.65265,232.92412,-540.4033,360.87726,232.4542,-540.5415,399.3651,242.38757,-319.3403,323.4193,242.13403,-437.55276,408.74493,286.00958,-474.61755,378.96783,284.56198,-508.4865,455.32715,370.20224,-239.47543,205.64395,368.97623,-308.3121,531.72534,510.95438,-130.09486,142.66159,524.9479,-286.10754,537.5266,636.0341,-278.76932,148.15263,658.92615,-389.16153,546.3597,677.7599,-328.85437,133.76921,701.7494,-425.72296,526.8517,680.0975,-364.85645,155.58702,703.8784,-471.26672,517.65784,664.98346,-301.25195,167.41768,685.231,-408.09222,413.17462,656.99927,-0.9958397,254.91457,662.8426,1.4834719,420.54083,875.87244,-43.660095,266.39557,880.60236,1.9261029,424.11713,1065.5935,211.17178,270.41476,1063.1626,357.81232,422.7259,1099.0137,226.46054,266.39096,1093.2844,378.90906,421.54404,1129.6464,5.388137,288.9612,1132.7616,164.04967
16.jpg,pushups_down,405.4631,253.10721,-596.38983,404.333,230.4017,-553.3166,410.75647,230.99016,-553.4474,417.40817,231.47383,-553.73816,380.14618,228.73444,-577.5648,369.19583,228.02464,-577.75824,358.1754,227.36768,-577.8451,403.0971,241.018,-346.19095,323.3562,237.83994,-453.17502,407.35046,282.72696,-518.7576,375.6994,280.12387,-549.0051,460.8644,382.8336,-267.38055,206.67671,369.91397,-325.0556,525.4763,530.4371,-134.341,148.96927,520.5648,-272.94208,509.6997,652.1199,-281.9248,158.87251,649.9397,-382.13153,512.2515,697.6864,-332.737,145.48112,695.082,-416.70993,489.28894,699.9724,-366.0901,167.93169,698.21606,-467.4915,484.67798,680.413,-301.73044,177.43828,676.355,-401.02386,410.00766,661.8779,-2.1236026,251.33482,661.91296,2.7839499,409.91455,876.5132,-68.76906,260.42654,877.98413,-0.15306541,414.45056,1061.8171,192.81587,261.3767,1054.8081,374.71008,414.31363,1097.8816,209.06975,257.60632,1087.2227,397.31796,404.2547,1129.3368,-28.430576,278.02417,1128.2179,169.35342
17.jpg,pushups_down,402.3532,247.99808,-547.3015,401.51544,226.40253,-503.38892,408.22888,227.0139,-503.52145,415.1802,227.53667,-503.85678,376.55594,224.8526,-528.789,365.41962,224.31555,-529.0429,354.21545,223.84772,-529.2856,402.4147,240.66705,-287.6798,319.20703,237.55197,-398.54993,406.0656,277.62234,-465.45862,372.9465,275.42902,-497.63513,463.18362,375.24426,-186.99707,211.63336,373.03253,-259.37503,543.32166,518.38715,-69.96696,151.6922,529.3207,-222.8194,526.317,643.66394,-262.20294,161.93906,667.1177,-362.35333,528.2401,685.9863,-329.7912,151.37189,710.809,-409.05322,506.24524,682.8115,-362.71103,174.35992,708.86145,-454.8152,498.60016,669.4876,-285.1746,184.29538,691.4251,-382.2505,426.93692,663.6778,-3.549775,263.45276,668.3657,4.013183,432.05978,881.6249,-104.08433,278.12823,886.73883,-49.092636,433.30902,1074.6506,179.68365,284.22293,1070.1083,341.57867,433.80478,1107.7319,196.03,281.1346,1099.6375,364.6692,425.17407,1141.0758,-42.510506,300.8905,1142.0692,132.08955
